"Library","Sample","ID_order","site","from","to","Feature.ID","Confidence","Reads","k","p","c","o","f","g","s"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","893a317ff25f3be600989440e8428424","0.992719513159888",161,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Agaricales_5338","Schizophyllaceae_5332","Schizophyllum_5333","Schizophyllum_commune_5334"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","757ecae2e601e8cb8f983ac712833b60","0.662704638933771",694,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","855c2fab8cc20bbb6ccd9f90e7c5baff","0.468910821012382",1385,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","6a6cea84fad711c9cce5a727d388e1c1","0.991786570915145",226,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","b19032388a05684f63f247bf087d65e3","0.498561244029647",218,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475",NA,NA,NA
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","a9649dc75c437494ef47fb5c4191b00f","0.499632601664568",185,"Fungi_4751","Mucoromycota_1913637","Mucoromycetes_2212703","Mucorales_4827","Lichtheimiaceae_499202","Lichtheimia_688353","Lichtheimia_hongkongensis_549293"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","d1f498b407238a672962bbedb106f9f0","0.996186623095339",116,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Rhacognathus_1545358","Rhacognathus_americanus_-21479"
"pt1","PUF.MBO.4","PUF_MBO_04","Bird Observatory","01/07/2024","15/07/2024","e439522cd8251257ad5f39d1c8d30a44","0.858811390488436",113,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOT.3","PUF_BOT_03","Botanical Garden","24/06/2024","28/06/2024","589974931988706a852f1bb2c5aa12dc","0.814574741442148",1,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
"pt1","PUF.BOT.3","PUF_BOT_03","Botanical Garden","24/06/2024","28/06/2024","a3612a98863d0cb2a0423fb56a0bef70","0.670862072239708",88,"Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Bovidae_9895","Bos_9903","Bos_taurus_9913"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","b43d19c6734061aba20cde4334b0c772","0.933623859448047",872,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",2761,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","bec08d51eb66022d7172c03768d5fd5d","0.937210778414611",1899,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_cladosporioides_29917"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","a3612a98863d0cb2a0423fb56a0bef70","0.670862072239708",327,"Metazoa_33208","Chordata_7711","Mammalia_40674","Artiodactyla_91561","Bovidae_9895","Bos_9903","Bos_taurus_9913"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","ce9e585d5196adf56f4e2c0e02e27b73","0.499999974718733",128,"Fungi_4751","Basidiomycota_5204","Microbotryomycetes_162481","Sporidiobolales_231213","Sporidiobolaceae_1799696",NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","afb94828a83235f617d67b54fe89fe79","0.373408909311144",418,"Fungi_4751","Basidiomycota_5204","Pucciniomycetes_162484","Pucciniales_5258","Melampsoraceae_5259","Melampsora_5260","Melampsora_medusae_82101"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","5580961b9a41be03abce5562553ec49c","0.419336811656045",126,"Metazoa_33208","Arthropoda_6656","Arachnida_6854",NA,NA,NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","2a06217d46605d2c8981d0484ee29b48","0.937261099020095",104,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","5f991012def010c537cabe594bdd6e7a","0.22891992360822",494,"Metazoa_33208","Arthropoda_6656","Arachnida_6854",NA,NA,NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","6529e354b07834a6e157a878f423cf77","0.999113146396814",204,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Mycosphaerellales_2726947","Mycosphaerellaceae_93133","Cercospora_29002","Cercospora_nicotianae_29003"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","0a9666c935274725761e261542c25713","0.477691186418859",192,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","9fef5822b6479afee6e10ef53e9236c2","0.388924696350803",187,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","970a584ab3e0de978fadeffdd7abfedc","0.966032441687425",98,"Fungi_4751","Ascomycota_4890","Lecanoromycetes_147547","Lecanorales_5197","Parmeliaceae_78060","Hypogymnia_87258","Hypogymnia_vittata_315943"
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","431fc469c7c74aad4658db25dbec8d97","0.919479846469028",97,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","b68e68d28b1bf1fab06f4b523042e2d3","0.983792751072165",87,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","539740f6c6fb4368cd3070167472cacd","0.968328194646846",73,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.BOT.10","PUF_BOT_10","Botanical Garden","20/09/2024","04/10/2024","4b03ec4eb7c17f6e6654dd7d2e85c4c4","0.646287879906065",73,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Lepidoptera_7088","Pyralidae_7135","Pionidia_2613197",NA
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","b43d19c6734061aba20cde4334b0c772","0.933623859448047",776,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","efbf72a920a03347f6407072b84a43f9","0.999459556668486",291,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","53814ac04567f8e2287c46b0b52f47f1","0.851549716705765",290,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541",NA,NA,NA,NA
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",1552,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","bec08d51eb66022d7172c03768d5fd5d","0.937210778414611",1231,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_cladosporioides_29917"
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","be8dc1271132728b62d899f6fe83b643","0.417154486433497",386,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541",NA,NA,NA,NA
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","f7718bbdbd503a21d2692b3b333490cb","0.55302161898262",295,"Fungi_4751","Basidiomycota_5204","Exobasidiomycetes_452283","Microstromatales_162475","Microstromatales_162475_family","Jaminaea_561108",NA
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","afb94828a83235f617d67b54fe89fe79","0.373408909311144",14118,"Fungi_4751","Basidiomycota_5204","Pucciniomycetes_162484","Pucciniales_5258","Melampsoraceae_5259","Melampsora_5260","Melampsora_medusae_82101"
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","24e6afde065c6d5c729886e1ee63f7ad","0.499999972166463",272,"Fungi_4751","Basidiomycota_5204","Microbotryomycetes_162481","Sporidiobolales_231213","Sporidiobolaceae_1799696",NA,NA
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","a38777c69c910bc8f231702574dffe70","0.993706578003434",6147,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Aphididae_27482","Capitophorus_527611","Capitophorus_elaeagni_527612"
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","9479c94a8356ab43a89f6e4882339b14","0.971316238715954",1686,"Fungi_4751","Ascomycota_4890","Leotiomycetes_147548",NA,NA,NA,NA
"pt1","PUF.JD.10","PUF_JD_10","Jean-Drapeau","25/09/2024","09/10/2024","db800311f5ae69565ec96214053622f1","0.999987270154586",1438,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_sphaerospermum_92950"
"pt1","PUF.IPEX.1","PUF_IPEX_01","IPEX","15/05/2024","29/05/2024","b43d19c6734061aba20cde4334b0c772","0.933623859448047",14,"Fungi_4751","Ascomycota_4890","Dothideomycetes_147541","Cladosporiales_2726946","Cladosporiaceae_452563","Cladosporium_5498","Cladosporium_bruhnei_450181"
"pt1","PUF.IPEX.1","PUF_IPEX_01","IPEX","15/05/2024","29/05/2024","efbf72a920a03347f6407072b84a43f9","0.999459556668486",13,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.IPEX.1","PUF_IPEX_01","IPEX","15/05/2024","29/05/2024","0c11abb10ca8c4ca6a9466f89d510f2e","0.907238614804815",48,"Metazoa_33208","Arthropoda_6656","Insecta_50557","Hemiptera_7524","Pentatomidae_160513","Glypsus_-21471","Glypsus_conspicuus_-21472"
"pt1","PUF.IPEX.1","PUF_IPEX_01","IPEX","15/05/2024","29/05/2024","186655c711d9c22435d048944254d180","0.999918046946559",33,"Fungi_4751","Basidiomycota_5204","Agaricomycetes_155619","Russulales_452342","Peniophoraceae_103393","Peniophora_40463","Peniophora_lycii_154539"
"pt1","PUF.IPEX.1","PUF_IPEX_01","IPEX","15/05/2024","29/05/2024","2c4dff555b2582367902ad3e38b509f4","0.411012513823327",24,"Fungi_4751","Ascomycota_4890","Sordariomycetes_147550",NA,NA,NA,NA
"pt1","PUF.IPEX.1","PUF_IPEX_01","IPEX","15/05/2024","29/05/2024","aec35e427b95f1cbf2c6d6503e172a4f","0.279152099836879",27,"Fungi_4751","Ascomycota_4890",NA,NA,NA,NA,NA
"pt1","PUF.IPEX.1","PUF_IPEX_01","IPEX","15/05/2024","29/05/2024","18a2e110004e455b097f83f0c05922c6","0.975304870433857",7,"Metazoa_33208","Chordata_7711","Mammalia_40674","Primates_9443","Hominidae_9604","Homo_9605","Homo_sapiens_9606"
